site,cage,treatment,tile,tile.treatment,position,length,thickness,dry.mass,af.dry.mass,tissue.mass,ci
ML,44,NP,335,Juv.cull,9,18.2,3.91,0.308,0.285,0.023,0.080701754
ML,44,NP,335,Juv.cull,10,18.63,4.3,0.37,0.347,0.023,0.066282421
ML,44,NP,347,No.cull,1,9.43,3.35,0.107,0.103,0.004,0.038834951
ML,44,NP,347,No.cull,2,9.99,3.02,0.088,0.08,0.008,0.1
ML,44,NP,347,No.cull,3,12.94,2.55,0.104,0.095,0.009,0.094736842
ML,44,NP,347,No.cull,4,10.37,2.38,0.07,0.066,0.004,0.060606061
ML,44,NP,347,No.cull,5,9.33,3.37,0.116,0.108,0.008,0.074074074
ML,44,NP,347,No.cull,6,8.53,3.39,0.106,0.1,0.006,0.06
ML,44,NP,347,No.cull,7,13.2,3.6,0.198,0.153,0.045,0.294117647
ML,44,NP,347,No.cull,8,15.56,3.3,0.232,0.213,0.019,0.089201878
ML,44,NP,347,No.cull,9,16.96,3.37,0.167,0.154,0.013,0.084415584
ML,44,NP,347,No.cull,10,15.13,3.6,0.166,0.155,0.011,0.070967742
ML,44,NP,443,No.cull,1,15.27,4.76,0.247,0.23,0.017,0.073913043
ML,44,NP,443,No.cull,2,18.72,5.11,0.399,0.374,0.025,0.06684492
ML,44,NP,443,No.cull,3,16.21,2.95,0.172,0.165,0.007,0.042424242
ML,44,NP,443,No.cull,5,14.53,4.52,0.224,0.209,0.015,0.071770335
ML,44,NP,443,No.cull,6,15.71,4.18,0.322,0.299,0.023,0.076923077
ML,44,NP,443,No.cull,7,22.4,3.62,0.345,0.323,0.022,0.068111455
ML,44,NP,443,No.cull,8,14.82,5.07,0.356,0.329,0.027,0.082066869
ML,44,NP,443,No.cull,9,20.3,4.32,0.351,0.329,0.022,0.066869301
ML,44,NP,443,No.cull,10,21.78,4.62,0.396,0.372,0.024,0.064516129
ML,44,NP,452,Juv.cull,1,11.07,4.05,0.095,0.088,0.007,0.079545455
ML,44,NP,452,Juv.cull,4,10.57,2.45,0.063,0.06,0.003,0.05
ML,44,NP,452,Juv.cull,9,12.67,2.65,0.118,0.11,0.008,0.072727273
ML,44,NP,456,No.cull,1,13.08,3.16,0.186,0.174,0.012,0.068965517
ML,44,NP,456,No.cull,2,15.32,3.58,0.156,0.144,0.012,0.083333333
ML,44,NP,456,No.cull,3,11.95,3.09,0.098,0.09,0.008,0.088888889
ML,44,NP,456,No.cull,4,14.31,2.4,0.097,0.081,0.016,0.197530864
ML,44,NP,456,No.cull,5,11.42,3.69,0.149,0.135,0.014,0.103703704
ML,44,NP,456,No.cull,7,18.08,3.15,0.216,0.202,0.014,0.069306931
ML,44,NP,456,No.cull,8,14.4,3.39,0.139,0.129,0.01,0.07751938
ML,44,NP,456,No.cull,9,13.46,3.62,0.165,0.155,0.01,0.064516129
ML,44,NP,456,No.cull,10,9.05,3.2,0.08,0.078,0.002,0.025641026
ML,44,NP,463,No.cull,1,10.5,3.2,0.103,0.095,0.008,0.084210526
ML,44,NP,463,No.cull,2,11.38,3.27,0.14,0.13,0.01,0.076923077
ML,44,NP,463,No.cull,3,13.87,3.07,0.159,0.147,0.012,0.081632653
ML,44,NP,463,No.cull,4,17.34,3.5,0.286,0.268,0.018,0.067164179
ML,44,NP,463,No.cull,5,15.08,3.01,0.175,0.163,0.012,0.073619632
ML,44,NP,463,No.cull,6,11.13,3.15,0.106,0.098,0.008,0.081632653
ML,44,NP,463,No.cull,7,16.49,3.04,0.216,0.201,0.015,0.074626866
ML,44,NP,463,No.cull,8,15.93,3.71,0.232,0.217,0.015,0.069124424
ML,44,NP,463,No.cull,9,13.21,3.23,0.133,0.126,0.007,0.055555556
ML,44,NP,463,No.cull,10,17.11,3.4,0.229,0.212,0.017,0.080188679
ML,46,CC,90,No.cull,1,14.28,3.66,0.183,0.167,0.016,0.095808383
ML,46,CC,90,No.cull,2,20.7,3.97,0.325,0.298,0.027,0.090604027
ML,46,CC,90,No.cull,3,17.75,3.85,0.292,0.275,0.017,0.061818182
ML,46,CC,90,No.cull,4,15.4,3.34,0.197,0.185,0.012,0.064864865
ML,46,CC,90,No.cull,5,18.44,4.15,0.277,0.262,0.015,0.057251908
ML,46,CC,90,No.cull,6,16.18,3.28,0.195,0.182,0.013,0.071428571
ML,46,CC,90,No.cull,7,21.31,4.57,0.438,0.404,0.034,0.084158416
ML,46,CC,90,No.cull,8,16.9,3.25,0.241,0.222,0.019,0.085585586
ML,46,CC,90,No.cull,9,12.38,4.31,0.223,0.21,0.013,0.061904762
ML,46,CC,90,No.cull,10,18.57,4.82,0.437,0.413,0.024,0.05811138
ML,46,CC,92,No.cull,1,13.71,3.46,0.144,0.13,0.014,0.107692308
ML,46,CC,92,No.cull,2,13.31,3.47,0.147,0.14,0.007,0.05
ML,46,CC,92,No.cull,3,10.68,2.35,0.081,0.075,0.006,0.08
ML,46,CC,92,No.cull,5,15.31,3.84,0.215,0.195,0.02,0.102564103
ML,46,CC,92,No.cull,7,9.99,3.48,0.142,0.131,0.011,0.083969466
ML,46,CC,92,No.cull,10,13.31,2.64,0.134,0.113,0.021,0.185840708
ML,46,CC,107,No.cull,1,16.29,4.87,0.294,0.277,0.017,0.061371841
ML,46,CC,107,No.cull,2,16.48,3.24,0.163,0.154,0.009,0.058441558
ML,46,CC,107,No.cull,3,16.03,3.27,0.221,0.212,0.009,0.04245283
ML,46,CC,107,No.cull,4,17.09,3.84,0.321,0.301,0.02,0.066445183
ML,46,CC,107,No.cull,5,15.68,3.66,0.198,0.185,0.013,0.07027027
ML,46,CC,107,No.cull,6,18.04,4.01,0.279,0.261,0.018,0.068965517
ML,46,CC,107,No.cull,7,15.78,3.29,0.161,0.15,0.011,0.073333333
ML,46,CC,107,No.cull,8,12.85,4.45,0.204,0.193,0.011,0.056994819
ML,46,CC,107,No.cull,10,17.42,3.6,0.27,0.252,0.018,0.071428571
ML,46,CC,121,No.cull,1,12.05,3.28,0.122,0.113,0.009,0.079646018
ML,46,CC,121,No.cull,2,12.83,3.66,0.127,0.116,0.011,0.094827586
ML,46,CC,121,No.cull,3,13.88,3.73,0.13,0.122,0.008,0.06557377
ML,46,CC,121,No.cull,4,13.8,3.09,0.138,0.127,0.011,0.086614173
ML,46,CC,121,No.cull,5,14.85,4.06,0.236,0.217,0.019,0.087557604
ML,46,CC,121,No.cull,6,18.35,3.75,0.293,0.272,0.021,0.077205882
ML,46,CC,121,No.cull,7,14.08,3.85,0.168,0.158,0.01,0.063291139
ML,46,CC,121,No.cull,8,17.05,4.14,0.256,0.239,0.017,0.071129707
ML,46,CC,121,No.cull,9,18.55,3.73,0.331,0.304,0.027,0.088815789
ML,46,CC,121,No.cull,10,21.59,4.57,0.433,0.397,0.036,0.090680101
ML,46,CC,129,Juv.cull,1,10.11,3.18,0.096,0.086,0.01,0.11627907
ML,46,CC,129,Juv.cull,3,18.4,3.97,0.292,0.268,0.024,0.089552239
ML,46,CC,129,Juv.cull,5,15.11,3.16,0.185,0.126,0.059,0.468253968
ML,46,CC,129,Juv.cull,9,13.61,3.96,0.19,0.174,0.016,0.091954023
ML,46,CC,129,Juv.cull,10,14.89,3.71,0.193,0.181,0.012,0.066298343
ML,46,CC,130,Juv.cull,1,9.56,2.92,0.132,0.128,0.004,0.03125
ML,46,CC,130,Juv.cull,9,11.8,3.08,0.157,0.156,0.001,0.006410256
ML,46,CC,130,Juv.cull,10,10.31,2.54,0.086,0.08,0.006,0.075
ML,46,CC,168,No.cull,2,7.83,2.89,0.06,0.053,0.007,0.132075472
ML,46,CC,168,No.cull,4,9.04,2.7,0.058,0.055,0.003,0.054545455
ML,46,CC,168,No.cull,5,15.01,3.15,0.182,0.171,0.011,0.064327485
ML,46,CC,168,No.cull,7,10.83,2.95,0.116,0.108,0.008,0.074074074
ML,46,CC,170,Juv.cull,2,10.63,3.33,0.139,0.131,0.008,0.061068702
ML,46,CC,170,Juv.cull,3,9.21,2.99,0.082,0.077,0.005,0.064935065
ML,46,CC,170,Juv.cull,5,15.49,3.32,0.181,0.171,0.01,0.058479532
ML,46,CC,170,Juv.cull,9,13.53,3,0.145,0.136,0.009,0.066176471
ML,46,CC,206,Juv.cull,1,17.37,3.14,0.2,0.183,0.017,0.092896175
ML,46,CC,206,Juv.cull,3,15.74,3.46,0.175,0.154,0.021,0.136363636
ML,46,CC,206,Juv.cull,4,15.09,4.16,0.211,0.185,0.026,0.140540541
ML,46,CC,206,Juv.cull,5,16.59,3.25,0.208,0.184,0.024,0.130434783
ML,46,CC,206,Juv.cull,9,11.55,3.3,0.137,0.12,0.017,0.141666667
ML,46,CC,209,Juv.cull,4,15.8,3.74,0.19,0.175,0.015,0.085714286
ML,46,CC,209,Juv.cull,5,15.24,3.25,0.173,0.13,0.043,0.330769231
ML,46,CC,209,Juv.cull,6,15.65,3.94,0.213,0.118,0.095,0.805084746
ML,46,CC,209,Juv.cull,7,16.55,3.52,0.177,0.066,0.111,1.681818182
ML,46,CC,209,Juv.cull,9,16.52,3.27,0.172,0.084,0.088,1.047619048
ML,46,CC,213,No.cull,1,8.54,2.43,0.059,0.058,0.001,0.017241379
ML,46,CC,213,No.cull,2,11.86,2.66,0.106,0.1,0.006,0.06
ML,46,CC,213,No.cull,3,11.53,2.45,0.069,0.065,0.004,0.061538462
ML,46,CC,213,No.cull,4,8.88,2.53,0.063,0.059,0.004,0.06779661
ML,46,CC,213,No.cull,5,10.46,3.42,0.053,0.05,0.003,0.06
ML,46,CC,213,No.cull,6,13.23,2.73,0.119,0.116,0.003,0.025862069
ML,46,CC,213,No.cull,7,8.17,2.97,0.078,0.07,0.008,0.114285714
ML,46,CC,213,No.cull,8,8.9,2.7,0.061,0.056,0.005,0.089285714
ML,46,CC,213,No.cull,9,8.29,2.73,0.092,0.081,0.011,0.135802469
ML,46,CC,213,No.cull,10,8.81,2.97,0.098,0.092,0.006,0.065217391
ML,48,MC,84,No.cull,1,17.09,3.62,0.313,0.294,0.019,0.06462585
ML,48,MC,84,No.cull,2,13.22,3.14,0.161,0.15,0.011,0.073333333
ML,48,MC,84,No.cull,3,12.63,2.9,0.117,0.108,0.009,0.083333333
ML,48,MC,84,No.cull,5,10.61,3.24,0.153,0.143,0.01,0.06993007
ML,48,MC,84,No.cull,6,16.59,4.25,0.242,0.224,0.018,0.080357143
ML,48,MC,84,No.cull,7,16.02,3.11,0.186,0.173,0.013,0.075144509
ML,48,MC,84,No.cull,8,11.18,2.88,0.147,0.138,0.009,0.065217391
ML,48,MC,84,No.cull,10,13.66,2.81,0.131,0.122,0.009,0.073770492
ML,48,MC,108,Juv.cull,2,17.56,4.58,0.5,0.457,0.043,0.094091904
ML,48,MC,108,Juv.cull,3,13.26,5.07,0.28,0.257,0.023,0.089494163
ML,48,MC,108,Juv.cull,4,16.79,3.63,0.255,0.237,0.018,0.075949367
ML,48,MC,108,Juv.cull,5,10.59,3.89,0.201,0.189,0.012,0.063492063
ML,48,MC,108,Juv.cull,7,16.47,4.3,0.272,0.255,0.017,0.066666667
ML,48,MC,125,No.cull,1,9.69,3.12,0.113,0.103,0.01,0.097087379
ML,48,MC,125,No.cull,2,16.03,4.56,0.377,0.352,0.025,0.071022727
ML,48,MC,125,No.cull,3,11.62,2.72,0.105,0.097,0.008,0.082474227
ML,48,MC,125,No.cull,4,10.75,3.07,0.135,0.127,0.008,0.062992126
ML,48,MC,125,No.cull,5,11.52,2.87,0.127,0.119,0.008,0.067226891
ML,48,MC,125,No.cull,6,9.38,3.06,0.131,0.121,0.01,0.082644628
ML,48,MC,125,No.cull,7,12.07,3.64,0.172,0.159,0.013,0.081761006
ML,48,MC,125,No.cull,10,14.45,3.31,0.204,0.189,0.015,0.079365079
ML,48,MC,153,No.cull,1,9.81,2.55,0.109,0.102,0.007,0.068627451
ML,48,MC,153,No.cull,2,13.52,2.64,0.117,0.108,0.009,0.083333333
ML,48,MC,153,No.cull,3,11.58,2.67,0.11,0.102,0.008,0.078431373
ML,48,MC,153,No.cull,5,14.72,3.05,0.159,0.145,0.014,0.096551724
ML,48,MC,153,No.cull,6,15.06,3.49,0.222,0.207,0.015,0.072463768
ML,48,MC,153,No.cull,7,12.28,3.19,0.146,0.135,0.011,0.081481481
ML,48,MC,153,No.cull,8,14.76,3.49,0.208,0.192,0.016,0.083333333
ML,48,MC,153,No.cull,10,12.87,3.42,0.127,0.115,0.012,0.104347826
ML,48,MC,204,Juv.cull,3,18.36,4.31,0.435,0.406,0.029,0.071428571
ML,48,MC,204,Juv.cull,6,17.49,3.27,0.168,0.154,0.014,0.090909091
ML,48,MC,204,Juv.cull,7,18.79,3.98,0.249,0.228,0.021,0.092105263
ML,48,MC,204,Juv.cull,9,19.17,3.69,0.318,0.293,0.025,0.085324232
ML,48,MC,204,Juv.cull,10,16.41,3.71,0.242,0.226,0.016,0.07079646
PF,51,MC,485,No.cull,1,19.96,4.08,0.302,0.282,0.02,0.070921986
PF,51,MC,485,No.cull,2,20.15,5.37,0.374,0.352,0.022,0.0625
PF,51,MC,485,No.cull,3,18.48,5.34,0.272,0.256,0.016,0.0625
PF,51,MC,485,No.cull,4,17.36,5.88,0.317,0.297,0.02,0.067340067
PF,51,MC,485,No.cull,5,17.53,6.3,0.346,0.327,0.019,0.058103976
PF,51,MC,485,No.cull,6,16.97,5.17,0.393,0.365,0.028,0.076712329
PF,51,MC,485,No.cull,7,21.66,6.02,0.402,0.378,0.024,0.063492063
PF,51,MC,485,No.cull,8,23.52,3.89,0.369,0.339,0.03,0.088495575
PF,51,MC,485,No.cull,9,23.38,5.89,0.643,0.597,0.046,0.077051926
PF,51,MC,485,No.cull,10,22.82,6.32,0.809,0.762,0.047,0.06167979
PF,51,MC,495,No.cull,1,22.26,4.61,0.627,0.582,0.045,0.077319588
PF,51,MC,495,No.cull,2,24.92,5.34,0.483,0.447,0.036,0.080536913
PF,51,MC,495,No.cull,3,20.05,5.86,0.473,0.446,0.027,0.060538117
PF,51,MC,495,No.cull,4,15.99,5.57,0.405,0.38,0.025,0.065789474
PF,51,MC,495,No.cull,5,25.92,4.8,0.691,0.643,0.048,0.074650078
PF,51,MC,495,No.cull,6,22.84,5.67,0.701,0.653,0.048,0.073506891
PF,51,MC,495,No.cull,7,25.2,6.48,0.764,0.714,0.05,0.070028011
PF,51,MC,495,No.cull,9,20,5.21,0.813,0.749,0.064,0.085447263
PF,51,MC,495,No.cull,10,25.2,8.15,0.763,0.714,0.049,0.068627451
PF,51,MC,499,No.cull,1,14.27,4.64,0.301,0.283,0.018,0.06360424
PF,51,MC,499,No.cull,2,22.32,4.58,0.45,0.413,0.037,0.089588378
PF,51,MC,499,No.cull,3,18.04,4.32,0.304,0.277,0.027,0.097472924
PF,51,MC,499,No.cull,4,16.52,5.05,0.382,0.357,0.025,0.070028011
PF,51,MC,499,No.cull,5,18.85,5.09,0.375,0.35,0.025,0.071428571
PF,51,MC,499,No.cull,6,22.91,5.56,0.581,0.542,0.039,0.07195572
PF,51,MC,499,No.cull,7,20.07,4.18,0.313,0.29,0.023,0.079310345
PF,51,MC,499,No.cull,8,21.13,4.62,0.344,0.32,0.024,0.075
PF,51,MC,499,No.cull,9,17.28,5.32,0.35,0.326,0.024,0.073619632
PF,51,MC,499,No.cull,10,17.61,4.11,0.249,0.232,0.017,0.073275862
PF,51,MC,503,Juv.cull,1,20.26,3.94,0.34,0.314,0.026,0.082802548
PF,51,MC,503,Juv.cull,3,16.53,5.34,0.307,0.291,0.016,0.054982818
PF,51,MC,503,Juv.cull,4,18.05,4.4,0.416,0.393,0.023,0.058524173
PF,51,MC,503,Juv.cull,7,20.84,4.52,0.406,0.375,0.031,0.082666667
PF,51,MC,503,Juv.cull,9,20.14,5.42,0.459,0.423,0.036,0.085106383
PF,51,MC,503,Juv.cull,10,20.34,5.96,0.435,0.413,0.022,0.053268765
PF,51,MC,504,Juv.cull,1,19.99,5.41,0.478,0.45,0.028,0.062222222
PF,51,MC,504,Juv.cull,3,15.11,5.15,0.382,0.362,0.02,0.055248619
PF,51,MC,504,Juv.cull,5,18.88,5.82,0.506,0.479,0.027,0.056367432
PF,51,MC,504,Juv.cull,6,19.54,5.88,0.509,0.477,0.032,0.067085954
PF,51,MC,504,Juv.cull,8,18.9,4.06,0.298,0.277,0.021,0.075812274
PF,51,MC,504,Juv.cull,9,18.45,6.24,0.664,0.626,0.038,0.060702875
PF,51,MC,513,Juv.cull,2,18.04,4.34,0.328,0.308,0.02,0.064935065
PF,51,MC,513,Juv.cull,3,17.17,4.39,0.236,0.224,0.012,0.053571429
PF,51,MC,513,Juv.cull,4,25.03,5.29,0.673,0.624,0.049,0.078525641
PF,51,MC,513,Juv.cull,5,19.52,6.27,0.387,0.366,0.021,0.057377049
PF,51,MC,513,Juv.cull,7,21.29,6.36,0.53,0.499,0.031,0.062124248
PF,51,MC,513,Juv.cull,8,21.94,5.61,0.464,0.437,0.027,0.061784897
PF,51,MC,513,Juv.cull,10,21.31,4.26,0.437,0.401,0.036,0.089775561
PF,51,MC,516,Juv.cull,2,22.87,5.73,0.531,0.498,0.033,0.06626506
PF,51,MC,516,Juv.cull,5,23.07,6.56,0.76,0.71,0.05,0.070422535
PF,51,MC,516,Juv.cull,6,16.21,6.26,0.374,0.351,0.023,0.065527066
PF,51,MC,516,Juv.cull,8,21.96,6.66,0.525,0.495,0.03,0.060606061
PF,51,MC,516,Juv.cull,9,23.4,5.46,0.607,0.571,0.036,0.063047285
PF,51,MC,516,Juv.cull,10,25.68,7.15,0.785,0.736,0.049,0.066576087
PF,51,MC,518,No.cull,1,31.48,5.84,0.985,0.91,0.075,0.082417582
PF,51,MC,518,No.cull,2,17.97,3.71,0.216,0.203,0.013,0.064039409
PF,51,MC,518,No.cull,3,25.52,5.92,0.987,0.919,0.068,0.073993471
PF,51,MC,518,No.cull,4,23.66,5.93,0.66,0.618,0.042,0.067961165
PF,51,MC,518,No.cull,5,22.92,6.84,0.975,0.913,0.062,0.067907996
PF,51,MC,518,No.cull,6,25.69,6.03,1.179,1.107,0.072,0.06504065
PF,51,MC,518,No.cull,7,23.89,6.15,0.867,0.809,0.058,0.071693449
PF,51,MC,518,No.cull,8,24.03,6.12,0.876,0.821,0.055,0.066991474
PF,51,MC,518,No.cull,9,22.16,7.04,0.668,0.624,0.044,0.070512821
PF,51,MC,518,No.cull,10,30.15,5.88,0.855,0.797,0.058,0.072772898
PF,51,MC,532,No.cull,1,17.16,3.78,0.212,0.198,0.014,0.070707071
PF,51,MC,532,No.cull,3,13.99,4.31,0.24,0.224,0.016,0.071428571
PF,51,MC,532,No.cull,4,18.07,4.06,0.333,0.312,0.021,0.067307692
PF,51,MC,532,No.cull,5,13.63,5.17,0.3,0.278,0.022,0.079136691
PF,51,MC,532,No.cull,6,25.73,4.39,0.58,0.54,0.04,0.074074074
PF,51,MC,532,No.cull,7,21.06,5.27,0.423,0.393,0.03,0.076335878
PF,51,MC,532,No.cull,8,23.11,3.79,0.315,0.293,0.022,0.075085324
PF,51,MC,532,No.cull,9,16.58,3.58,0.186,0.174,0.012,0.068965517
PF,51,MC,532,No.cull,10,21,5.35,0.358,0.335,0.023,0.068656716
PF,51,MC,546,Juv.cull,1,16.95,5.73,0.4,0.374,0.026,0.069518717
PF,51,MC,546,Juv.cull,3,20,4.45,0.32,0.3,0.02,0.066666667
PF,51,MC,546,Juv.cull,4,22.82,6.1,0.658,0.613,0.045,0.073409462
PF,51,MC,546,Juv.cull,6,20.82,6.17,0.501,0.472,0.029,0.061440678
PF,51,MC,546,Juv.cull,7,21.88,4.97,0.428,0.403,0.025,0.062034739
PF,51,MC,546,Juv.cull,8,20.64,4.69,0.409,0.382,0.027,0.070680628
PF,51,MC,548,No.cull,1,29.74,6.36,0.722,0.661,0.061,0.092284418
PF,51,MC,548,No.cull,2,30.82,5.26,1.209,1.121,0.088,0.078501338
PF,51,MC,548,No.cull,3,22.24,5.43,0.734,0.691,0.043,0.062228654
PF,51,MC,548,No.cull,4,25.85,6.47,0.507,0.47,0.037,0.078723404
PF,51,MC,548,No.cull,5,14.46,5.32,0.498,0.468,0.03,0.064102564
PF,51,MC,548,No.cull,6,23.83,6.61,0.749,0.702,0.047,0.066951567
PF,51,MC,548,No.cull,7,26.81,6.79,0.856,0.798,0.058,0.072681704
PF,51,MC,548,No.cull,8,25.67,5.92,0.623,0.584,0.039,0.066780822
PF,51,MC,548,No.cull,9,25.94,5.63,0.734,0.682,0.052,0.076246334
PF,51,MC,548,No.cull,10,25.15,5.45,0.931,0.871,0.06,0.068886338
PF,51,MC,563,Juv.cull,1,24.89,5.53,0.689,0.641,0.048,0.074882995
PF,51,MC,563,Juv.cull,5,26.97,6.65,0.829,0.775,0.054,0.069677419
PF,51,MC,563,Juv.cull,7,26.01,7.28,0.752,0.704,0.048,0.068181818
PF,51,MC,563,Juv.cull,8,20.49,5.81,0.505,0.473,0.032,0.067653277
PF,51,MC,563,Juv.cull,9,24.16,6.74,0.678,0.635,0.043,0.067716535
PF,52,NP,325,Juv.cull,1,28.79,6.91,1.257,1.179,0.078,0.066157761
PF,52,NP,325,Juv.cull,4,18.47,3.91,0.243,0.237,0.006,0.025316456
PF,52,NP,325,Juv.cull,6,23.85,6.12,0.744,0.693,0.051,0.073593074
PF,52,NP,325,Juv.cull,7,28.05,6.52,0.801,0.745,0.056,0.075167785
PF,52,NP,325,Juv.cull,9,21.2,7.89,0.844,0.796,0.048,0.060301508
PF,52,NP,325,Juv.cull,10,30.29,6.56,1.034,0.943,0.091,0.09650053
PF,52,NP,388,No.cull,1,17.68,5.5,0.435,0.407,0.028,0.068796069
PF,52,NP,388,No.cull,2,35.78,6.03,1.549,1.426,0.123,0.086255259
PF,52,NP,388,No.cull,3,32.78,5.72,1.081,1.007,0.074,0.073485601
PF,52,NP,388,No.cull,4,33.19,5.44,1.229,1.137,0.092,0.080914688
PF,52,NP,388,No.cull,5,27.18,5.36,1.154,1.086,0.068,0.062615101
PF,52,NP,388,No.cull,6,33.01,9.19,1.437,1.344,0.093,0.069196429
PF,52,NP,388,No.cull,7,28.88,7.88,1.422,1.325,0.097,0.073207547
PF,52,NP,388,No.cull,8,30.69,6.62,1.079,0.999,0.08,0.08008008
PF,52,NP,388,No.cull,9,24.71,5.66,0.831,0.757,0.074,0.097754293
PF,52,NP,388,No.cull,10,32.58,5.87,1.15,1.071,0.079,0.073762838
PF,52,NP,476,Juv.cull,1,22.49,7.11,0.864,0.807,0.057,0.07063197
PF,52,NP,476,Juv.cull,2,35.02,5.57,0.932,0.86,0.072,0.08372093
PF,52,NP,476,Juv.cull,3,31.9,4.92,0.951,0.879,0.072,0.081911263
PF,52,NP,476,Juv.cull,6,23.16,6.26,0.713,0.668,0.045,0.067365269
PF,52,NP,476,Juv.cull,7,27.11,6.58,1.223,1.148,0.075,0.06533101
PF,52,NP,476,Juv.cull,10,25.48,5.78,0.781,0.736,0.045,0.061141304
PF,52,NP,478,Juv.cull,2,16.27,5.92,0.305,0.286,0.019,0.066433566
PF,52,NP,478,Juv.cull,4,10.07,3.07,0.094,0.088,0.006,0.068181818
PF,52,NP,478,Juv.cull,5,24.2,7.14,0.667,0.623,0.044,0.070626003
PF,52,NP,478,Juv.cull,6,21.72,5.91,0.789,0.729,0.06,0.082304527
PF,52,NP,478,Juv.cull,7,26.21,4.24,0.509,0.472,0.037,0.078389831
PF,52,NP,478,Juv.cull,8,19.74,5.04,0.408,0.386,0.022,0.056994819
PF,52,NP,553,Juv.cull,1,18.88,5.76,0.619,0.581,0.038,0.065404475
PF,52,NP,553,Juv.cull,2,23.52,6.27,0.58,0.539,0.041,0.07606679
PF,52,NP,553,Juv.cull,3,24.63,5.82,0.796,0.738,0.058,0.078590786
PF,52,NP,553,Juv.cull,8,20.49,6.69,0.579,0.48,0.099,0.20625
PF,52,NP,553,Juv.cull,9,26.53,5.01,0.586,0.554,0.032,0.057761733
PF,52,NP,556,No.cull,1,23.94,4.45,0.564,0.527,0.037,0.070208729
PF,52,NP,556,No.cull,2,29.64,5.21,1.046,0.972,0.074,0.076131687
PF,52,NP,556,No.cull,3,23.88,5.06,0.444,0.416,0.028,0.067307692
PF,52,NP,556,No.cull,4,19.37,6.07,0.482,0.454,0.028,0.061674009
PF,52,NP,556,No.cull,5,21.83,6.3,0.602,0.565,0.037,0.065486726
PF,52,NP,556,No.cull,6,22.04,4.89,0.503,0.474,0.029,0.061181435
PF,52,NP,556,No.cull,7,26.83,5.09,0.748,0.907,-0.159,-0.175303197
PF,52,NP,556,No.cull,8,21.74,4.94,0.498,0.464,0.034,0.073275862
PF,52,NP,556,No.cull,9,22.99,5.03,0.619,0.58,0.039,0.067241379
PF,52,NP,560,No.cull,1,19.02,6.37,0.573,0.537,0.036,0.067039106
PF,52,NP,560,No.cull,2,19.69,5.87,0.512,0.477,0.035,0.073375262
PF,52,NP,560,No.cull,3,20.44,4.64,0.395,0.365,0.03,0.082191781
PF,52,NP,560,No.cull,4,24.22,4.8,0.645,0.593,0.052,0.087689713
PF,52,NP,560,No.cull,5,19.4,5.02,0.552,0.513,0.039,0.076023392
PF,52,NP,560,No.cull,6,22.46,5.04,0.641,0.594,0.047,0.079124579
PF,52,NP,560,No.cull,7,15.79,4.39,0.287,0.269,0.018,0.066914498
PF,52,NP,560,No.cull,8,19.85,6.67,0.423,0.395,0.028,0.070886076
PF,52,NP,560,No.cull,9,16.45,7.75,0.461,0.432,0.029,0.06712963
PF,52,NP,560,No.cull,10,25.54,5.76,1.075,1.002,0.073,0.072854291
PF,52,NP,568,No.cull,1,28.52,5.54,1.1,1.021,0.079,0.077375122
PF,52,NP,568,No.cull,2,28.1,3.63,0.496,0.46,0.036,0.07826087
PF,52,NP,568,No.cull,3,26.79,4.08,0.66,0.617,0.043,0.069692058
PF,52,NP,568,No.cull,4,24.88,7.96,0.719,0.68,0.039,0.057352941
PF,52,NP,568,No.cull,5,25.81,6.41,0.852,0.787,0.065,0.082592122
PF,52,NP,568,No.cull,6,24.39,6.65,0.618,0.567,0.051,0.08994709
PF,52,NP,568,No.cull,7,25.16,6.25,0.773,0.715,0.058,0.081118881
PF,52,NP,568,No.cull,8,22.86,5.05,0.433,0.402,0.031,0.077114428
PF,52,NP,568,No.cull,9,22.22,7.3,0.701,0.656,0.045,0.068597561
PF,52,NP,568,No.cull,10,12.06,4.93,0.156,0.147,0.009,0.06122449
PF,52,NP,572,No.cull,1,21.6,5.1,0.682,0.644,0.038,0.059006211
PF,52,NP,572,No.cull,2,17.68,5.97,0.515,0.481,0.034,0.070686071
PF,52,NP,572,No.cull,3,19.86,4.3,0.38,0.355,0.025,0.070422535
PF,52,NP,572,No.cull,4,24,4.11,0.517,0.477,0.04,0.083857442
PF,52,NP,572,No.cull,5,20.2,4.31,0.351,0.329,0.022,0.066869301
PF,52,NP,572,No.cull,6,19.29,6.44,0.559,0.52,0.039,0.075
PF,52,NP,572,No.cull,7,20.9,5.39,0.535,0.501,0.034,0.067864271
PF,52,NP,572,No.cull,8,19.05,6.11,0.458,0.426,0.032,0.075117371
PF,52,NP,572,No.cull,9,20.5,5.82,0.461,0.431,0.03,0.069605568
PF,52,NP,572,No.cull,10,25.13,6.99,0.739,0.691,0.048,0.069464544
PF,52,NP,574,Juv.cull,1,27.01,7.14,0.695,0.644,0.051,0.079192547
PF,52,NP,574,Juv.cull,3,23.31,7.54,0.839,0.79,0.049,0.062025316
PF,52,NP,574,Juv.cull,4,18.76,6.85,0.67,0.625,0.045,0.072
PF,52,NP,574,Juv.cull,5,31.27,5.57,1.267,1.18,0.087,0.073728814
PF,52,NP,574,Juv.cull,8,23.49,7.14,0.964,0.898,0.066,0.073496659
PF,52,NP,574,Juv.cull,9,26.4,7.4,1.092,1.032,0.06,0.058139535
